plant_curie,plant_name,disease_curie
ncbitaxon:387127,Coccinia grandis,MONDO:0005015
ncbitaxon:254027,Oldenlandia diffusa,MONDO:0023113
ncbitaxon:254027,Oldenlandia diffusa,MONDO:0005575
ncbitaxon:4054,Panax ginseng,MONDO:0005267
ncbitaxon:171929,Anacardium occidentale,MONDO:0006872
ncbitaxon:92921,Silybum marianum,MONDO:0002184
ncbitaxon:92921,Silybum marianum,MONDO:0005154
ncbitaxon:212252,Galphimia glauca,MONDO:0005618
ncbitaxon:204129,Mesosphaerum suaveolens,MONDO:0001126
ncbitaxon:92921,Silybum marianum,MONDO:0007256
ncbitaxon:527508,Stephania venosa,MONDO:0005070
ncbitaxon:83802,Lilium candidum,MONDO:0021100
ncbitaxon:481018,Crocus antalyensis,MONDO:0021100
ncbitaxon:481018,Crocus antalyensis,MONDO:0016419
ncbitaxon:396367,Scutellaria barbata,MONDO:0005070
ncbitaxon:396367,Scutellaria barbata,MONDO:0005575
ncbitaxon:396367,Scutellaria barbata,MONDO:0023113
ncbitaxon:76025,Fallopia multiflora,MONDO:0007256
ncbitaxon:264540,Arracacia xanthorrhiza,MONDO:0005660
ncbitaxon:3311,Ginkgo biloba,MONDO:0006888
ncbitaxon:396313,Rhazya stricta,MONDO:0005070
ncbitaxon:34199,Aloe vera,MONDO:0006920
ncbitaxon:4120,Ipomoea batatas,MONDO:0005108
ncbitaxon:3638,Thespesia populnea,MONDO:0005070
ncbitaxon:180581,Withania coagulans,MONDO:0005015
ncbitaxon:4054,Panax ginseng,MONDO:0005580
ncbitaxon:254027,Oldenlandia diffusa,MONDO:0005070
ncbitaxon:263974,Bacopa monnieri,MONDO:0005379
ncbitaxon:318062,Euphorbia hirta,MONDO:0005578
ncbitaxon:32101,Pteridium aquilinum,MONDO:0007709
ncbitaxon:508984,Phanera guianensis,MONDO:0005240
ncbitaxon:64480,Actinidia polygama,MONDO:0019182
ncbitaxon:64480,Actinidia polygama,MONDO:0011122
ncbitaxon:539070,Indigofera frutescens,MONDO:0005015
ncbitaxon:136217,Curcuma longa,MONDO:0016419
ncbitaxon:136217,Curcuma longa,MONDO:0021100
ncbitaxon:65409,Scutellaria baicalensis,MONDO:0005070
ncbitaxon:65409,Scutellaria baicalensis,MONDO:0023113
ncbitaxon:65409,Scutellaria baicalensis,MONDO:0005575
ncbitaxon:537489,Rhinacanthus nasutus,MONDO:0005070
ncbitaxon:457159,Physostegia purpurea,MONDO:0005292
ncbitaxon:3719,Capsella bursa-pastoris,MONDO:0005070
ncbitaxon:181189,Cynoglossum officinale,MONDO:0005070
ncbitaxon:54711,Cnidium officinale,MONDO:0005070
ncbitaxon:155109,Cyclopia subternata,MONDO:0011122
ncbitaxon:155107,Cyclopia maculata,MONDO:0011122
ncbitaxon:155109,Cyclopia subternata,MONDO:0019182
ncbitaxon:155107,Cyclopia maculata,MONDO:0019182
ncbitaxon:126910,Withania somnifera,MONDO:0021095
ncbitaxon:126910,Withania somnifera,MONDO:0017279
ncbitaxon:112863,Lycium barbarum,MONDO:0043797
ncbitaxon:155022,Terminalia chebula,MONDO:0005053
ncbitaxon:148694,Elephantorrhiza elephantina,MONDO:0011438
ncbitaxon:323101,Moldenhawera emarginata,MONDO:0005015
ncbitaxon:37501,Maackia amurensis,MONDO:0005233
ncbitaxon:4060,Rauvolfia serpentina,MONDO:0005015
ncbitaxon:434235,Pistacia integerrima,MONDO:0021100
ncbitaxon:434235,Pistacia integerrima,MONDO:0001517
ncbitaxon:84857,Alstonia boonei,MONDO:0005136
ncbitaxon:84857,Alstonia boonei,MONDO:0012202
ncbitaxon:84857,Alstonia boonei,MONDO:0005135
ncbitaxon:34254,Lithospermum erythrorhizon,MONDO:0008617
ncbitaxon:34254,Lithospermum erythrorhizon,MONDO:0005101
ncbitaxon:49840,Sophora flavescens,MONDO:0021040
ncbitaxon:3897,Styphnolobium japonicum,MONDO:0021040
ncbitaxon:3897,Styphnolobium japonicum,MONDO:0015278
ncbitaxon:3897,Styphnolobium japonicum,MONDO:0005070
ncbitaxon:137130,Swertia macrosperma,MONDO:0005344
ncbitaxon:124943,Azadirachta indica,MONDO:0004975
ncbitaxon:252529,Citrullus colocynthis,MONDO:0018076
ncbitaxon:112863,Lycium barbarum,MONDO:0001941
ncbitaxon:112863,Lycium barbarum,MONDO:0019118
ncbitaxon:63479,Nerium oleander,MONDO:0008903
ncbitaxon:63479,Nerium oleander,MONDO:0021117
ncbitaxon:68527,Aegle marmelos,MONDO:0005129
ncbitaxon:35608,Artemisia annua,MONDO:0005625
ncbitaxon:105181,Elettaria cardamomum,MONDO:0005070
ncbitaxon:3112,Prototheca zopfii,MONDO:0006849
ncbitaxon:353938,Fridericia cinnamomea,MONDO:0018902
ncbitaxon:353938,Fridericia cinnamomea,MONDO:0007256
ncbitaxon:458696,Tripterygium wilfordii,MONDO:0005070
ncbitaxon:136217,Curcuma longa,MONDO:0005416
ncbitaxon:3510,Morella cerifera,MONDO:0005070
ncbitaxon:3735,Moringa oleifera,MONDO:0001126
ncbitaxon:28974,Averrhoa carambola,MONDO:0002909
ncbitaxon:28974,Averrhoa carambola,MONDO:0005015
ncbitaxon:4432,Nelumbo nucifera,MONDO:0005070
ncbitaxon:147932,Camellia indochinensis var. tunghinensis,MONDO:0005070
ncbitaxon:55188,Citrus unshiu,MONDO:0005070
ncbitaxon:13708,Tagetes erecta,MONDO:0005379
ncbitaxon:48386,Perilla frutescens,MONDO:0001409
ncbitaxon:34199,Aloe vera,MONDO:0005113
ncbitaxon:191913,Cenostigma macrophyllum,MONDO:0001126
ncbitaxon:38868,Salvia officinalis,MONDO:0005148
ncbitaxon:105884,Lonicera japonica,MONDO:0005812
ncbitaxon:105884,Lonicera japonica,MONDO:0005154
ncbitaxon:105884,Lonicera japonica,MONDO:0005070
ncbitaxon:44586,Panax notoginseng,MONDO:0004975
ncbitaxon:44586,Panax notoginseng,MONDO:0015140
ncbitaxon:3806,Bauhinia purpurea,MONDO:0005070
ncbitaxon:283133,Sauropus androgynus,MONDO:0002267
ncbitaxon:4112,Solanum nigrum,MONDO:0005070
ncbitaxon:4054,Panax ginseng,MONDO:0005379
ncbitaxon:4054,Panax ginseng,MONDO:0000775
ncbitaxon:39358,Prunella vulgaris,MONDO:0000960
ncbitaxon:3712,Brassica oleracea,MONDO:0017383
ncbitaxon:136217,Curcuma longa,MONDO:0004842
ncbitaxon:332431,Dillenia suffruticosa,MONDO:0021100
ncbitaxon:332431,Dillenia suffruticosa,MONDO:0016419
ncbitaxon:63629,Oryza minuta,MONDO:0005113
ncbitaxon:285590,Tinospora cordifolia,MONDO:0001657
ncbitaxon:285590,Tinospora cordifolia,MONDO:0021042
ncbitaxon:105886,Eleutherococcus sessiliflorus,MONDO:0021100
ncbitaxon:105886,Eleutherococcus sessiliflorus,MONDO:0016419
ncbitaxon:42229,Prunus avium,MONDO:0005717
ncbitaxon:4270,Byrsonima crassifolia,MONDO:0005015
ncbitaxon:262730,Ligularia japonica,MONDO:0005148
ncbitaxon:4054,Panax ginseng,MONDO:0008199
ncbitaxon:3880,Medicago truncatula,MONDO:0005113
ncbitaxon:44588,Panax quinquefolius,MONDO:0005299
ncbitaxon:34199,Aloe vera,MONDO:0005052
ncbitaxon:35608,Artemisia annua,MONDO:0005136
ncbitaxon:35608,Artemisia annua,MONDO:0012202
ncbitaxon:59045,Anemarrhena asphodeloides,MONDO:0019052
ncbitaxon:124943,Azadirachta indica,MONDO:0024610
ncbitaxon:219868,Syzygium aromaticum,MONDO:0005015
ncbitaxon:71983,Sanicula graveolens,MONDO:0006625
ncbitaxon:183260,Hibiscus sabdariffa,MONDO:0019245
ncbitaxon:183260,Hibiscus sabdariffa,MONDO:0004790
ncbitaxon:4538,Oryza glaberrima,MONDO:0021682
ncbitaxon:13429,Cinnamomum camphora,MONDO:0021100
ncbitaxon:115492,Livistona chinensis,MONDO:0007256
ncbitaxon:115492,Livistona chinensis,MONDO:0018902
ncbitaxon:3972,Viscum album,MONDO:0011331
ncbitaxon:223762,Phaleria macrocarpa,MONDO:0006824
ncbitaxon:68527,Aegle marmelos,MONDO:0005070
ncbitaxon:43895,Trichilia emetica,MONDO:0005148
ncbitaxon:36010,Opilia amentacea,MONDO:0005148
ncbitaxon:261214,Brocchinia serrata,MONDO:0005292
ncbitaxon:136217,Curcuma longa,MONDO:0043797
ncbitaxon:3868,Lotus tetragonolobus,MONDO:0005034
ncbitaxon:4460,Colocasia esculenta,MONDO:0005660
ncbitaxon:4460,Colocasia esculenta,MONDO:0015353
ncbitaxon:13427,Cichorium intybus,MONDO:0005154
ncbitaxon:63476,Hemidesmus indicus,MONDO:0005015
ncbitaxon:4112,Solanum nigrum,MONDO:0005015
ncbitaxon:148945,Caulerpa cupressoides,MONDO:0005578
ncbitaxon:51089,Myristica fragrans,MONDO:0005059
ncbitaxon:49563,Peucedanum japonicum,MONDO:0005276
ncbitaxon:324261,Cladopodanthus speciosus,MONDO:0007256
ncbitaxon:48106,Centella asiatica,MONDO:0021187
ncbitaxon:296035,Phyllanthus urinaria,MONDO:0005070
ncbitaxon:425106,Stephania tetrandra,MONDO:0005070
ncbitaxon:318068,Xanthium strumarium,MONDO:0005578
ncbitaxon:226208,Salvia miltiorrhiza,MONDO:0021105
ncbitaxon:226208,Salvia miltiorrhiza,MONDO:0004790
ncbitaxon:3696,Populus deltoides,MONDO:0002041
ncbitaxon:3691,Populus nigra,MONDO:0002041
ncbitaxon:13329,Achillea millefolium,MONDO:0005134
ncbitaxon:13329,Achillea millefolium,MONDO:0002562
ncbitaxon:25629,Taxus baccata,MONDO:0005070
ncbitaxon:103999,Codonopsis lanceolata,MONDO:0002258
ncbitaxon:103999,Codonopsis lanceolata,MONDO:0004979
ncbitaxon:103999,Codonopsis lanceolata,MONDO:0005249
ncbitaxon:103999,Codonopsis lanceolata,MONDO:0010940
ncbitaxon:103999,Codonopsis lanceolata,MONDO:0001039
ncbitaxon:124943,Azadirachta indica,MONDO:0005070
ncbitaxon:49652,Scilla scilloides,MONDO:0002406
ncbitaxon:3077,Chlorella vulgaris,MONDO:0021105
ncbitaxon:503355,Chlorophytum borivilianum,MONDO:0005015
ncbitaxon:71650,Pinus roxburghii,MONDO:0005015
ncbitaxon:318982,Commiphora myrrha,MONDO:0008617
ncbitaxon:318982,Commiphora myrrha,MONDO:0005101
ncbitaxon:91201,Gastrodia elata,MONDO:0004975
ncbitaxon:91201,Gastrodia elata,MONDO:0015140
ncbitaxon:63779,Impatiens balsamina,MONDO:0010150
ncbitaxon:82095,Aralia elata,MONDO:0005070
ncbitaxon:4477,Pistia stratiotes,MONDO:0005642
ncbitaxon:4068,Gymnema sylvestre,MONDO:0011122
ncbitaxon:4068,Gymnema sylvestre,MONDO:0019182
ncbitaxon:180581,Withania coagulans,MONDO:0002909
ncbitaxon:4522,Lolium perenne,MONDO:0000723
ncbitaxon:4090,Nicotiana glauca,MONDO:0005070
ncbitaxon:175694,Andrographis paniculata,MONDO:0005070
ncbitaxon:226208,Salvia miltiorrhiza,MONDO:0004596
ncbitaxon:92921,Silybum marianum,MONDO:0005281
ncbitaxon:126910,Withania somnifera,MONDO:0005618
ncbitaxon:4285,Cornus mas,MONDO:0005311
ncbitaxon:4285,Cornus mas,MONDO:0007169
ncbitaxon:153348,Lepidium meyenii,MONDO:0008159
ncbitaxon:153348,Lepidium meyenii,MONDO:0005298
ncbitaxon:37565,Ruta graveolens,MONDO:0024462
ncbitaxon:37565,Ruta graveolens,MONDO:0002898
ncbitaxon:50507,Schisandra chinensis,MONDO:0043693
ncbitaxon:155022,Terminalia chebula,MONDO:0021187
ncbitaxon:97031,Trifolium pallidum,MONDO:0005821
ncbitaxon:13547,Gerbera jamesonii,MONDO:0001357
ncbitaxon:266091,Gynochthodes officinalis,MONDO:0007263
ncbitaxon:3708,Brassica napus,MONDO:0008978
ncbitaxon:112863,Lycium barbarum,MONDO:0006875
ncbitaxon:4202,Sambucus nigra,MONDO:0021187
ncbitaxon:82502,Trillium tschonoskii,MONDO:0005070
ncbitaxon:4054,Panax ginseng,MONDO:0011962
ncbitaxon:4054,Panax ginseng,MONDO:0021251
ncbitaxon:226208,Salvia miltiorrhiza,MONDO:0005010
ncbitaxon:226208,Salvia miltiorrhiza,MONDO:0010331
ncbitaxon:39367,Salvia rosmarinus,MONDO:0007184
ncbitaxon:425917,Croton discolor,MONDO:0021100
ncbitaxon:425917,Croton discolor,MONDO:0016419
ncbitaxon:44586,Panax notoginseng,MONDO:0005299
ncbitaxon:318067,Artemisia indica,MONDO:0005070
ncbitaxon:103745,Chromolaena odorata,MONDO:0005070
ncbitaxon:176616,Ageratina adenophora,MONDO:0005070
ncbitaxon:89151,Musa x paradisiaca,MONDO:0001517
ncbitaxon:3311,Ginkgo biloba,MONDO:0005148
ncbitaxon:312530,Angelica pubescens,MONDO:0005578
ncbitaxon:54724,Hansenia weberbaueriana,MONDO:0005578
ncbitaxon:48038,Foeniculum vulgare,MONDO:0005502
ncbitaxon:13579,Juncus effusus,MONDO:0007648
ncbitaxon:13579,Juncus effusus,MONDO:0021085
ncbitaxon:458696,Tripterygium wilfordii,MONDO:0005016
ncbitaxon:345095,Nekemias cantoniensis,MONDO:0043839
ncbitaxon:4558,Sorghum bicolor,MONDO:0042497
ncbitaxon:49840,Sophora flavescens,MONDO:0005148
ncbitaxon:587669,Isodon rubescens,MONDO:0005070
ncbitaxon:190244,Helicteres angustifolia,MONDO:0005401
ncbitaxon:190244,Helicteres angustifolia,MONDO:0008903
ncbitaxon:190244,Helicteres angustifolia,MONDO:0021117
ncbitaxon:3311,Ginkgo biloba,MONDO:0005027
ncbitaxon:82096,Eleutherococcus senticosus,MONDO:0008433
ncbitaxon:60698,Macadamia integrifolia,MONDO:0005070
ncbitaxon:13427,Cichorium intybus,MONDO:0005015
ncbitaxon:3999,Simmondsia chinensis,MONDO:0016419
ncbitaxon:3999,Simmondsia chinensis,MONDO:0021100
ncbitaxon:3999,Simmondsia chinensis,MONDO:0008903
ncbitaxon:3999,Simmondsia chinensis,MONDO:0021117
ncbitaxon:105884,Lonicera japonica,MONDO:0005148
ncbitaxon:15957,Phleum pratense,MONDO:0005324
ncbitaxon:368771,Festuca occidentalis,MONDO:0010518
ncbitaxon:324593,Saussurea costus,MONDO:0004980
ncbitaxon:46385,Eleutherococcus trifoliatus,MONDO:0005070
ncbitaxon:114476,Gardenia jasminoides,MONDO:0001751
ncbitaxon:4460,Colocasia esculenta,MONDO:0005070
ncbitaxon:130404,Piper methysticum,MONDO:0019542
ncbitaxon:328098,Acanthus ilicifolius,MONDO:0005812
ncbitaxon:39329,Lavandula angustifolia,MONDO:0005379
ncbitaxon:52451,Bupleurum chinense,MONDO:0005070
ncbitaxon:107240,Scoparia dulcis,MONDO:0011382
ncbitaxon:183260,Hibiscus sabdariffa,MONDO:0001134
ncbitaxon:15957,Phleum pratense,MONDO:0011786
ncbitaxon:248297,Heliotropium indicum,MONDO:0005041
ncbitaxon:4054,Panax ginseng,MONDO:0003381
ncbitaxon:587398,Ardisia crispa,MONDO:0002898
ncbitaxon:210348,Brucea javanica,MONDO:0012202
ncbitaxon:210348,Brucea javanica,MONDO:0005136
ncbitaxon:210348,Brucea javanica,MONDO:0005070
ncbitaxon:183220,Abelmoschus manihot,MONDO:0005240
ncbitaxon:354523,Tetradium ruticarpum,MONDO:0005059
ncbitaxon:3677,Trichosanthes kirilowii,MONDO:0005070
ncbitaxon:85358,Hedera nepalensis,MONDO:0005070
ncbitaxon:198768,Harungana madagascariensis,MONDO:0012202
ncbitaxon:198768,Harungana madagascariensis,MONDO:0005136
ncbitaxon:240005,Achyranthes aspera,MONDO:0005578
ncbitaxon:136217,Curcuma longa,MONDO:0005240
ncbitaxon:128685,Machilus thunbergii,MONDO:0002041
ncbitaxon:487034,Picea x lutzii,MONDO:0005894
ncbitaxon:82755,Gymnanthemum amygdalinum,MONDO:0005136
ncbitaxon:82755,Gymnanthemum amygdalinum,MONDO:0012202
ncbitaxon:362788,Senna tora,MONDO:0005129
ncbitaxon:39367,Salvia rosmarinus,MONDO:0002508
ncbitaxon:41496,Calendula officinalis,MONDO:0002508
ncbitaxon:192628,Setaria barbata,MONDO:0005070
ncbitaxon:123564,Acorus tatarinowii,MONDO:0004975
ncbitaxon:123564,Acorus tatarinowii,MONDO:0015140
ncbitaxon:377226,Aleuritopteris squamosa,MONDO:0005292
ncbitaxon:3811,Adenanthera pavonina,MONDO:0005070
ncbitaxon:3317,Thuja occidentalis,MONDO:0018177
ncbitaxon:170073,Sarcocephalus pobeguinii,MONDO:0005015
ncbitaxon:112863,Lycium barbarum,MONDO:0005203
ncbitaxon:65561,Hypericum perforatum,MONDO:0021187
ncbitaxon:44588,Panax quinquefolius,MONDO:0005070
ncbitaxon:35608,Artemisia annua,MONDO:0005070
ncbitaxon:436207,Arnica montana,MONDO:0005554
ncbitaxon:125261,Alpinia oxyphylla,MONDO:0005401
ncbitaxon:293060,Phyllanthus amarus,MONDO:0015278
ncbitaxon:293060,Phyllanthus amarus,MONDO:0021040
ncbitaxon:100506,Ophiopogon japonicus,MONDO:0024644
ncbitaxon:100506,Ophiopogon japonicus,MONDO:0005053
ncbitaxon:55188,Citrus unshiu,MONDO:0005015
ncbitaxon:55188,Citrus unshiu,MONDO:0005108
ncbitaxon:124781,Kadsura heteroclita,MONDO:0005136
ncbitaxon:4432,Nelumbo nucifera,MONDO:0021100
ncbitaxon:4432,Nelumbo nucifera,MONDO:0016419
ncbitaxon:165353,Angelica sinensis,MONDO:0005070
ncbitaxon:150983,Nepenthes mirabilis,MONDO:0021184
ncbitaxon:128681,Parasassafras confertiflorum,MONDO:0020590
ncbitaxon:217549,Scaphyglottis fusiformis,MONDO:0018076
ncbitaxon:19953,Valeriana officinalis,MONDO:0007743
ncbitaxon:239565,Dryopteris fragrans,MONDO:0002629
ncbitaxon:258209,Berberis vulgaris,MONDO:0002771
ncbitaxon:282722,Achillea biebersteinii,MONDO:0005154
ncbitaxon:127996,Tanacetum bipinnatum subsp. huronense,MONDO:0018177
ncbitaxon:3708,Brassica napus,MONDO:0007899
ncbitaxon:274430,Echinops orientalis,MONDO:0005113
ncbitaxon:174970,Uvaria chamae,MONDO:0005136
ncbitaxon:174970,Uvaria chamae,MONDO:0012202
ncbitaxon:226208,Salvia miltiorrhiza,MONDO:0021100
ncbitaxon:226208,Salvia miltiorrhiza,MONDO:0016419
ncbitaxon:39279,Bongardia chrysogonum,MONDO:0005015
ncbitaxon:39367,Salvia rosmarinus,MONDO:0005001
ncbitaxon:4054,Panax ginseng,MONDO:0004995
ncbitaxon:3055,Chlamydomonas reinhardtii,MONDO:0002279
ncbitaxon:199225,Pinellia ternata,MONDO:0000775
ncbitaxon:126910,Withania somnifera,MONDO:0005070
ncbitaxon:555479,Nigella sativa,MONDO:0002154
ncbitaxon:269719,Cotinus coggygria,MONDO:0018177
ncbitaxon:86997,Strumpfia maritima,MONDO:0004643
ncbitaxon:114456,Macrozamia communis,MONDO:0005765
ncbitaxon:152432,Shorea roxburghii,MONDO:0005105
ncbitaxon:204219,Thymus serpyllum,MONDO:0005015
ncbitaxon:387608,Sasa veitchii,MONDO:0001382
ncbitaxon:172644,Broussonetia papyrifera,MONDO:0004987
ncbitaxon:172644,Broussonetia papyrifera,MONDO:0004986
ncbitaxon:91201,Gastrodia elata,MONDO:0005027
ncbitaxon:3483,Cannabis sativa,MONDO:0005070
ncbitaxon:324593,Saussurea costus,MONDO:0018902
ncbitaxon:324593,Saussurea costus,MONDO:0007256
ncbitaxon:226208,Salvia miltiorrhiza,MONDO:0005881
ncbitaxon:170715,Pteris multifida,MONDO:0010811
ncbitaxon:41496,Calendula officinalis,MONDO:0006014
ncbitaxon:4217,Arctium lappa,MONDO:0001126
ncbitaxon:488916,Bomarea straminea,MONDO:0015254
ncbitaxon:52462,Cuminum cyminum,MONDO:0011122
ncbitaxon:52462,Cuminum cyminum,MONDO:0019182
ncbitaxon:48038,Foeniculum vulgare,MONDO:0019182
ncbitaxon:241838,Excoecaria agallocha,MONDO:0005502
ncbitaxon:434234,Pistacia atlantica,MONDO:0004842
ncbitaxon:265783,Artemisia capillaris,MONDO:0005154
ncbitaxon:265783,Artemisia capillaris,MONDO:0018902
ncbitaxon:265783,Artemisia capillaris,MONDO:0007256
ncbitaxon:34256,Mentha x piperita,MONDO:0005502
ncbitaxon:88728,Pinus koraiensis,MONDO:0008903
ncbitaxon:3483,Cannabis sativa,MONDO:0005265
ncbitaxon:3483,Cannabis sativa,MONDO:0009960
ncbitaxon:56065,Pongamia pinnata,MONDO:0016419
ncbitaxon:56065,Pongamia pinnata,MONDO:0021100
ncbitaxon:36610,Cydonia oblonga,MONDO:0004980
ncbitaxon:136217,Curcuma longa,MONDO:0005154
ncbitaxon:510735,Crataegus pinnatifida,MONDO:0005070
ncbitaxon:48106,Centella asiatica,MONDO:0005180
ncbitaxon:211151,Cyanthillium cinereum,MONDO:0005015
ncbitaxon:49314,Annona cherimola,MONDO:0001517
ncbitaxon:54477,Vitex agnus-castus,MONDO:0004169
ncbitaxon:3735,Moringa oleifera,MONDO:0001382
ncbitaxon:217334,Tarasa capitata,MONDO:0043892
ncbitaxon:260783,Didymodon acutus,MONDO:0001531
ncbitaxon:119949,Myrtus communis,MONDO:0005316
ncbitaxon:155640,Melia azedarach,MONDO:0005015
ncbitaxon:4558,Sorghum bicolor,MONDO:0009271
ncbitaxon:89411,Descurainia sophia,MONDO:0002203
ncbitaxon:4054,Panax ginseng,MONDO:0023113
ncbitaxon:4054,Panax ginseng,MONDO:0005575
ncbitaxon:396367,Scutellaria barbata,MONDO:0005401
ncbitaxon:136217,Curcuma longa,MONDO:0021105
ncbitaxon:4045,Apium graveolens,MONDO:0004425
ncbitaxon:165300,Leea indica,MONDO:0023122
ncbitaxon:165300,Leea indica,MONDO:0005070
ncbitaxon:165300,Leea indica,MONDO:0008315
ncbitaxon:593717,Parapachygone longifolia,MONDO:0005153
ncbitaxon:226208,Salvia miltiorrhiza,MONDO:0021042
ncbitaxon:226208,Salvia miltiorrhiza,MONDO:0024498
ncbitaxon:128582,Actinodaphne sesquipedalis,MONDO:0043839
ncbitaxon:292393,Gentiana scabra,MONDO:0002268
ncbitaxon:245205,Averrhoa bilimbi,MONDO:0005101
ncbitaxon:245205,Averrhoa bilimbi,MONDO:0008617
ncbitaxon:171766,Chuquiraga spinosa,MONDO:0023122
ncbitaxon:171766,Chuquiraga spinosa,MONDO:0008315
ncbitaxon:3501,Urtica dioica,MONDO:0016419
ncbitaxon:3501,Urtica dioica,MONDO:0021100
ncbitaxon:371726,Pistacia lentiscus,MONDO:0005070
ncbitaxon:371726,Pistacia lentiscus,MONDO:0006406
ncbitaxon:371726,Pistacia lentiscus,MONDO:0005401
ncbitaxon:458696,Tripterygium wilfordii,MONDO:0023122
ncbitaxon:458696,Tripterygium wilfordii,MONDO:0008315
ncbitaxon:49827,Glycyrrhiza glabra,MONDO:0005875
ncbitaxon:197796,Plantago asiatica,MONDO:0011122
ncbitaxon:197796,Plantago asiatica,MONDO:0019182
ncbitaxon:58860,Tamarindus indica,MONDO:0005401
ncbitaxon:182084,Gynostemma pentaphyllum,MONDO:0007576
ncbitaxon:39367,Salvia rosmarinus,MONDO:0005070
ncbitaxon:137457,Sanguisorba officinalis,MONDO:0005070
ncbitaxon:112863,Lycium barbarum,MONDO:0005070
ncbitaxon:46901,Persicaria hydropiper,MONDO:0004247
ncbitaxon:102107,Prunus mume,MONDO:0005105
ncbitaxon:4392,Eucommia ulmoides,MONDO:0005575
ncbitaxon:4392,Eucommia ulmoides,MONDO:0023113
ncbitaxon:58039,Juniperus communis,MONDO:0019288
ncbitaxon:285591,Tinospora crispa,MONDO:0006608
ncbitaxon:4054,Panax ginseng,MONDO:0002184
ncbitaxon:3311,Ginkgo biloba,MONDO:0005240
ncbitaxon:296034,Phyllanthus niruri,MONDO:0005015
ncbitaxon:3668,Lagenaria siceraria,MONDO:0005949
ncbitaxon:77912,Pinus densiflora,MONDO:0005129
ncbitaxon:34254,Lithospermum erythrorhizon,MONDO:0005070
ncbitaxon:293060,Phyllanthus amarus,MONDO:0012039
ncbitaxon:293060,Phyllanthus amarus,MONDO:0005068
ncbitaxon:39473,Cucumis anguria,MONDO:0005108
ncbitaxon:182084,Gynostemma pentaphyllum,MONDO:0005154
ncbitaxon:182084,Gynostemma pentaphyllum,MONDO:0004994
ncbitaxon:4054,Panax ginseng,MONDO:0002329
ncbitaxon:171929,Anacardium occidentale,MONDO:0005015
ncbitaxon:452790,Ruta chalepensis,MONDO:0005015
ncbitaxon:128375,Uncaria tomentosa,MONDO:0005178
ncbitaxon:128375,Uncaria tomentosa,MONDO:0005070
ncbitaxon:128375,Uncaria tomentosa,MONDO:0007704
ncbitaxon:287011,Praxelis clematidea,MONDO:0019341
ncbitaxon:4222,Carthamus tinctorius,MONDO:0005070
ncbitaxon:4505,Coix lacryma-jobi,MONDO:0005575
ncbitaxon:4505,Coix lacryma-jobi,MONDO:0023113
ncbitaxon:4505,Coix lacryma-jobi,MONDO:0005070
ncbitaxon:198766,Garcinia xanthochymus,MONDO:0005015
ncbitaxon:44586,Panax notoginseng,MONDO:0004995
ncbitaxon:44586,Panax notoginseng,MONDO:0011729
ncbitaxon:97031,Trifolium pallidum,MONDO:0004609
ncbitaxon:4567,Triticum turgidum subsp. durum,MONDO:0016426
ncbitaxon:16719,Juglans nigra,MONDO:0018223
ncbitaxon:16719,Juglans nigra,MONDO:0024551
ncbitaxon:4535,Oryza officinalis,MONDO:0005113
ncbitaxon:64477,Dioscorea quinquelobata,MONDO:0015140
ncbitaxon:64477,Dioscorea quinquelobata,MONDO:0004975
ncbitaxon:64477,Dioscorea quinquelobata,MONDO:0004980
ncbitaxon:226208,Salvia miltiorrhiza,MONDO:0005070
ncbitaxon:634991,Flemingia philippinensis,MONDO:0023122
ncbitaxon:634991,Flemingia philippinensis,MONDO:0008315
ncbitaxon:91218,Juglans mandshurica,MONDO:0007256
ncbitaxon:99300,Rehmannia glutinosa,MONDO:0005015
ncbitaxon:136217,Curcuma longa,MONDO:0019052
ncbitaxon:4222,Carthamus tinctorius,MONDO:0002492
ncbitaxon:44586,Panax notoginseng,MONDO:0005292
ncbitaxon:44586,Panax notoginseng,MONDO:0007179
ncbitaxon:44586,Panax notoginseng,MONDO:0043152
ncbitaxon:99300,Rehmannia glutinosa,MONDO:0007179
ncbitaxon:4103,Petunia integrifolia,MONDO:0007169
ncbitaxon:4103,Petunia integrifolia,MONDO:0005311
ncbitaxon:85864,Magnolia officinalis,MONDO:0002629
ncbitaxon:50225,Taraxacum officinale,MONDO:0006525
ncbitaxon:185542,Ilex paraguariensis,MONDO:0011122
ncbitaxon:185542,Ilex paraguariensis,MONDO:0019182
ncbitaxon:83951,Oroxylum indicum,MONDO:0006920
ncbitaxon:83951,Oroxylum indicum,MONDO:0005015
ncbitaxon:3735,Moringa oleifera,MONDO:0005027
ncbitaxon:3311,Ginkgo biloba,MONDO:0003381
